sweepnet sample type,plant taxon from which arthropods were collected,new sweepnet vegetation taxon,notes regarding sweepnet sample,_index,_parent_table_name,_parent_index,_submission__id,_submission__uuid,_submission__submission_time,_submission__validation_status,_submission__notes,_submission__status,_submission__submitted_by,_submission___version__,_submission__tags
plant,NULL,Suadea nigra,,245,ESCA_plot,82,244783179,47b65d9a-77a7-48a7-8afe-552944c024c7,2023-06-09 22:05:48,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,NULL,Lycium andersonii,,246,ESCA_plot,82,244783179,47b65d9a-77a7-48a7-8afe-552944c024c7,2023-06-09 22:05:48,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Parkinsonia florida,,,247,ESCA_plot,83,244783306,cee1cdc5-94ca-4acc-b9ce-d8434474011e,2023-06-09 22:06:29,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Sphaeralcea ambigua,,,248,ESCA_plot,83,244783306,cee1cdc5-94ca-4acc-b9ce-d8434474011e,2023-06-09 22:06:29,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Isocoma,,,249,ESCA_plot,83,244783306,cee1cdc5-94ca-4acc-b9ce-d8434474011e,2023-06-09 22:06:29,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Larrea tridentata,,,250,ESCA_plot,84,245354327,2a987269-2f98-478f-ab23-9040b63d056c,2023-06-12 21:59:38,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Larrea tridentata,,,251,ESCA_plot,84,245354327,2a987269-2f98-478f-ab23-9040b63d056c,2023-06-12 21:59:38,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Larrea tridentata,,,252,ESCA_plot,84,245354327,2a987269-2f98-478f-ab23-9040b63d056c,2023-06-12 21:59:38,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Larrea tridentata,,,253,ESCA_plot,85,245354346,3370fc10-39ef-42ad-b38c-8a47963c83f9,2023-06-12 21:59:48,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Helianthus,,,254,ESCA_plot,85,245354346,3370fc10-39ef-42ad-b38c-8a47963c83f9,2023-06-12 21:59:48,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Bougainvillea,,,255,ESCA_plot,85,245354346,3370fc10-39ef-42ad-b38c-8a47963c83f9,2023-06-12 21:59:48,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Carissa,,Carissa macrocarpa,256,ESCA_plot,86,245604260,ac05d9ef-7092-4deb-9f23-6f82aea22285,2023-06-13 19:11:41,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Nerium oleander,,,257,ESCA_plot,86,245604260,ac05d9ef-7092-4deb-9f23-6f82aea22285,2023-06-13 19:11:41,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Nerium oleander,,,258,ESCA_plot,86,245604260,ac05d9ef-7092-4deb-9f23-6f82aea22285,2023-06-13 19:11:41,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Larrea tridentata,,,259,ESCA_plot,87,245922239,3961cc86-fd56-4383-8525-38c9bbbf01db,2023-06-14 21:33:25,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Larrea tridentata,,,260,ESCA_plot,87,245922239,3961cc86-fd56-4383-8525-38c9bbbf01db,2023-06-14 21:33:25,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Larrea tridentata,,,261,ESCA_plot,87,245922239,3961cc86-fd56-4383-8525-38c9bbbf01db,2023-06-14 21:33:25,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Prosopis chilensis,,,262,ESCA_plot,88,245922263,16fc6397-f8bb-4d7d-b4f4-c54f4321f4c2,2023-06-14 21:33:33,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Prosopis,,Prosopis sp.,263,ESCA_plot,88,245922263,16fc6397-f8bb-4d7d-b4f4-c54f4321f4c2,2023-06-14 21:33:33,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Ficus,,Ficus sp.,264,ESCA_plot,88,245922263,16fc6397-f8bb-4d7d-b4f4-c54f4321f4c2,2023-06-14 21:33:33,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
ground_sweep,,,Poaceae sp. (either rye or bermuda grass),265,ESCA_plot,89,246213967,70e2e130-e17c-45bc-a031-18e5c1f8d628,2023-06-15 20:13:47,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
ground_sweep,,,Poaceae sp. (either rye or bermuda grass),266,ESCA_plot,89,246213967,70e2e130-e17c-45bc-a031-18e5c1f8d628,2023-06-15 20:13:47,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
ground_sweep,,,Poaceae sp. (either rye or bermuda grass),267,ESCA_plot,89,246213967,70e2e130-e17c-45bc-a031-18e5c1f8d628,2023-06-15 20:13:47,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Sisymbrium irio,,,268,ESCA_plot,90,246214005,99aa4121-b446-4257-ba98-b30d292606bb,2023-06-15 20:14:00,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Prosopis,,Prosopis sp. ,269,ESCA_plot,90,246214005,99aa4121-b446-4257-ba98-b30d292606bb,2023-06-15 20:14:00,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Prosopis,,Prosopis sp.  ,270,ESCA_plot,90,246214005,99aa4121-b446-4257-ba98-b30d292606bb,2023-06-15 20:14:00,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Dalbergia sissoo,,,271,ESCA_plot,91,246214056,5bab2453-1ece-4cbf-ab82-2f237ff137ae,2023-06-15 20:14:18,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,Dalbergia sissoo,,,272,ESCA_plot,91,246214056,5bab2453-1ece-4cbf-ab82-2f237ff137ae,2023-06-15 20:14:18,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
ground_sweep,,,Cyanodon dactylon,273,ESCA_plot,91,246214056,5bab2453-1ece-4cbf-ab82-2f237ff137ae,2023-06-15 20:14:18,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
plant,NULL,Pyrus calleryana,,274,ESCA_plot,93,246489916,eacb6342-86ce-4f43-b267-34efaeb20cf6,2023-06-16 20:35:43,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
ground_sweep,,,Lolium sp.,275,ESCA_plot,93,246489916,eacb6342-86ce-4f43-b267-34efaeb20cf6,2023-06-16 20:35:43,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
ground_sweep,,,Lolium sp.,276,ESCA_plot,93,246489916,eacb6342-86ce-4f43-b267-34efaeb20cf6,2023-06-16 20:35:43,,,submitted_via_web,caplter_leia,vJf4kUK8Jzine9YXd7YCoJ,
