measurement type,taxon,new  taxon,vs_vegetation_taxon_count_calc,observation note,identified?,voucher?,hedge?,number of plants,number of plants front,number of plants back,taxon,new  taxon,vs_vegetation_taxon_group_calc,observation note,identified?,voucher?,hedge?,height of plant (m),plant width north-south (m),plant width east-west (m),clinometer distance (m),top of plant (deg),base of plant (deg),shrub shape,shrub class,_index,_parent_table_name,_parent_index,_submission__id,_submission__uuid,_submission__submission_time,_submission__validation_status,_submission__notes,_submission__status,_submission__submitted_by,_submission___version__,_submission__tags
count,Trixis californica,,Trixis californica,,yes,no,no,1,,,,,,,,,,,,,,,,,,701,ESCA_shrub_survey,37,235933571,7b8896ec-81c9-4d3a-ab2b-3c7b8b5d6ded,2023-05-04 22:25:34,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Encelia farinosa,,Encelia farinosa,,yes,no,no,11,,,,,,,,,,,,,,,,,,702,ESCA_shrub_survey,37,235933571,7b8896ec-81c9-4d3a-ab2b-3c7b8b5d6ded,2023-05-04 22:25:34,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Echinocereus engelmannii,,Echinocereus engelmannii,,yes,no,no,2,,,,,,,,,,,,,,,,,,703,ESCA_shrub_survey,37,235933571,7b8896ec-81c9-4d3a-ab2b-3c7b8b5d6ded,2023-05-04 22:25:34,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Cylindropuntia acanthocarpa,,Cylindropuntia acanthocarpa,,yes,no,no,15,,,,,,,,,,,,,,,,,,704,ESCA_shrub_survey,37,235933571,7b8896ec-81c9-4d3a-ab2b-3c7b8b5d6ded,2023-05-04 22:25:34,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Menodora scabra,,Menodora scabra,,yes,no,no,1,,,,,,,,,,,,,,,,,,705,ESCA_shrub_survey,37,235933571,7b8896ec-81c9-4d3a-ab2b-3c7b8b5d6ded,2023-05-04 22:25:34,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Eriogonum fasciculatum,,Eriogonum fasciculatum,,yes,no,no,11,,,,,,,,,,,,,,,,,,706,ESCA_shrub_survey,37,235933571,7b8896ec-81c9-4d3a-ab2b-3c7b8b5d6ded,2023-05-04 22:25:34,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Stephanomeria pauciflora,,Stephanomeria pauciflora,,yes,no,no,3,,,,,,,,,,,,,,,,,,707,ESCA_shrub_survey,37,235933571,7b8896ec-81c9-4d3a-ab2b-3c7b8b5d6ded,2023-05-04 22:25:34,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Ephedra aspera,,Ephedra aspera,,yes,no,no,15,,,,,,,,,,,,,,,,,,708,ESCA_shrub_survey,37,235933571,7b8896ec-81c9-4d3a-ab2b-3c7b8b5d6ded,2023-05-04 22:25:34,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Calliandra eriophylla,,Calliandra eriophylla,,yes,no,no,36,,,,,,,,,,,,,,,,,,709,ESCA_shrub_survey,37,235933571,7b8896ec-81c9-4d3a-ab2b-3c7b8b5d6ded,2023-05-04 22:25:34,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Simmondsia chinensis,,Simmondsia chinensis,,yes,no,no,21,,,,,,,,,,,,,,,,,,710,ESCA_shrub_survey,37,235933571,7b8896ec-81c9-4d3a-ab2b-3c7b8b5d6ded,2023-05-04 22:25:34,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Krameria grayi,,Krameria grayi,,yes,no,no,16,,,,,,,,,,,,,,,,,,711,ESCA_shrub_survey,37,235933571,7b8896ec-81c9-4d3a-ab2b-3c7b8b5d6ded,2023-05-04 22:25:34,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Ambrosia deltoidea,,Ambrosia deltoidea,,yes,no,no,270,,,,,,,,,,,,,,,,,,712,ESCA_shrub_survey,37,235933571,7b8896ec-81c9-4d3a-ab2b-3c7b8b5d6ded,2023-05-04 22:25:34,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Lantana camara,,Lantana camara,,yes,no,no,4,,,,,,,,,,,,,,,,,,713,ESCA_shrub_survey,38,236187143,d11d5c9f-5764-4f85-8082-de665e7b46b0,2023-05-05 21:40:10,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Lantana camara,,Lantana camara,,yes,no,no,,,,,,,,,714,ESCA_shrub_survey,38,236187143,d11d5c9f-5764-4f85-8082-de665e7b46b0,2023-05-05 21:40:10,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Stephanomeria pauciflora,,Stephanomeria pauciflora,,yes,no,no,,,,,,,,,715,ESCA_shrub_survey,39,236786563,440bce61-550b-4cc1-a581-73cab3ccdfbe,2023-05-08 22:52:38,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Stephanomeria pauciflora,,Stephanomeria pauciflora,,yes,no,no,1,,,,,,,,,,,,,,,,,,716,ESCA_shrub_survey,39,236786563,440bce61-550b-4cc1-a581-73cab3ccdfbe,2023-05-08 22:52:38,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Larrea tridentata,,Larrea tridentata,,yes,no,no,14,,,,,,,,,,,,,,,,,,717,ESCA_shrub_survey,39,236786563,440bce61-550b-4cc1-a581-73cab3ccdfbe,2023-05-08 22:52:38,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Encelia farinosa,,Encelia farinosa,,yes,no,no,8,,,,,,,,,,,,,,,,,,718,ESCA_shrub_survey,39,236786563,440bce61-550b-4cc1-a581-73cab3ccdfbe,2023-05-08 22:52:38,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Lycium andersonii,,Lycium andersonii,,yes,no,no,2,,,,,,,,,,,,,,,,,,719,ESCA_shrub_survey,39,236786563,440bce61-550b-4cc1-a581-73cab3ccdfbe,2023-05-08 22:52:38,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Hyptis emoryi,,Hyptis emoryi,,yes,no,no,1,,,,,,,,,,,,,,,,,,720,ESCA_shrub_survey,39,236786563,440bce61-550b-4cc1-a581-73cab3ccdfbe,2023-05-08 22:52:38,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Larrea tridentata,,Larrea tridentata,,yes,no,no,,,,,,,,,721,ESCA_shrub_survey,39,236786563,440bce61-550b-4cc1-a581-73cab3ccdfbe,2023-05-08 22:52:38,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Encelia farinosa,,Encelia farinosa,,yes,no,no,,,,,,,,,722,ESCA_shrub_survey,39,236786563,440bce61-550b-4cc1-a581-73cab3ccdfbe,2023-05-08 22:52:38,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Lycium andersonii,,Lycium andersonii,,yes,no,no,,,,,,,,,723,ESCA_shrub_survey,39,236786563,440bce61-550b-4cc1-a581-73cab3ccdfbe,2023-05-08 22:52:38,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Hyptis emoryi,,Hyptis emoryi,,yes,no,no,,,,,,,,,724,ESCA_shrub_survey,39,236786563,440bce61-550b-4cc1-a581-73cab3ccdfbe,2023-05-08 22:52:38,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
,Eremophila,,Eremophila,Sp. 1,no,no,yes,,,,,,,,,,,,,,,,,,,725,ESCA_shrub_survey,40,236786594,98706d39-2b34-49c2-b92e-e69713654c2a,2023-05-08 22:52:50,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
,Eremophila,,Eremophila,Sp. 2,no,no,no,,1,0,,,,,,,,,,,,,,,,726,ESCA_shrub_survey,40,236786594,98706d39-2b34-49c2-b92e-e69713654c2a,2023-05-08 22:52:50,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
,Lantana camara,,Lantana camara,,yes,no,no,,4,0,,,,,,,,,,,,,,,,727,ESCA_shrub_survey,40,236786594,98706d39-2b34-49c2-b92e-e69713654c2a,2023-05-08 22:52:50,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
,Lavandula,,Lavandula,,yes,no,no,,2,0,,,,,,,,,,,,,,,,728,ESCA_shrub_survey,40,236786594,98706d39-2b34-49c2-b92e-e69713654c2a,2023-05-08 22:52:50,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
,Phoenix roebelenii,,Phoenix roebelenii,,yes,no,no,,1,2,,,,,,,,,,,,,,,,729,ESCA_shrub_survey,40,236786594,98706d39-2b34-49c2-b92e-e69713654c2a,2023-05-08 22:52:50,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
,NULL,Mandevilla sanderi,Mandevilla sanderi,,yes,no,no,,1,0,,,,,,,,,,,,,,,,730,ESCA_shrub_survey,40,236786594,98706d39-2b34-49c2-b92e-e69713654c2a,2023-05-08 22:52:50,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
,Sphagneticola trilobata,,Sphagneticola trilobata,,yes,no,no,,1,0,,,,,,,,,,,,,,,,731,ESCA_shrub_survey,40,236786594,98706d39-2b34-49c2-b92e-e69713654c2a,2023-05-08 22:52:50,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
,Leucophyllum,,Leucophyllum,,yes,no,yes,,,,,,,,,,,,,,,,,,,732,ESCA_shrub_survey,40,236786594,98706d39-2b34-49c2-b92e-e69713654c2a,2023-05-08 22:52:50,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
,Encelia farinosa,,Encelia farinosa,,yes,no,no,,1,0,,,,,,,,,,,,,,,,733,ESCA_shrub_survey,40,236786594,98706d39-2b34-49c2-b92e-e69713654c2a,2023-05-08 22:52:50,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
,Baccharis sarothroides,,Baccharis sarothroides,,yes,no,no,,1,0,,,,,,,,,,,,,,,,734,ESCA_shrub_survey,40,236786594,98706d39-2b34-49c2-b92e-e69713654c2a,2023-05-08 22:52:50,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
,Nerium oleander,,Nerium oleander,,yes,no,no,,0,3,,,,,,,,,,,,,,,,735,ESCA_shrub_survey,40,236786594,98706d39-2b34-49c2-b92e-e69713654c2a,2023-05-08 22:52:50,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
,Portulacaria afra,,Portulacaria afra,,yes,no,no,,0,2,,,,,,,,,,,,,,,,736,ESCA_shrub_survey,40,236786594,98706d39-2b34-49c2-b92e-e69713654c2a,2023-05-08 22:52:50,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
,Ficus microcarpa,,Ficus microcarpa,,yes,no,no,,0,3,,,,,,,,,,,,,,,,737,ESCA_shrub_survey,40,236786594,98706d39-2b34-49c2-b92e-e69713654c2a,2023-05-08 22:52:50,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
,Hibiscus rosa-sinensis,,Hibiscus rosa-sinensis,,yes,no,no,,0,2,,,,,,,,,,,,,,,,738,ESCA_shrub_survey,40,236786594,98706d39-2b34-49c2-b92e-e69713654c2a,2023-05-08 22:52:50,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
,Tecoma stans,,Tecoma stans,,yes,no,no,,0,3,,,,,,,,,,,,,,,,739,ESCA_shrub_survey,40,236786594,98706d39-2b34-49c2-b92e-e69713654c2a,2023-05-08 22:52:50,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
,Caesalpinia gilliesii,,Caesalpinia gilliesii,,yes,no,no,,0,1,,,,,,,,,,,,,,,,740,ESCA_shrub_survey,40,236786594,98706d39-2b34-49c2-b92e-e69713654c2a,2023-05-08 22:52:50,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
,Aloe vera,,Aloe vera,,yes,no,no,,0,1,,,,,,,,,,,,,,,,741,ESCA_shrub_survey,40,236786594,98706d39-2b34-49c2-b92e-e69713654c2a,2023-05-08 22:52:50,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
count,Phoenix roebelenii,,Phoenix roebelenii,,yes,no,no,2,,,,,,,,,,,,,,,,,,742,ESCA_shrub_survey,41,236786643,bf1f4bd3-cf7f-4cf1-945f-32b8fecccb9b,2023-05-08 22:53:06,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
count,Leucophyllum,,Leucophyllum,,no,no,yes,,,,,,,,,,,,,,,,,,,743,ESCA_shrub_survey,41,236786643,bf1f4bd3-cf7f-4cf1-945f-32b8fecccb9b,2023-05-08 22:53:06,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
count,Encelia farinosa,,Encelia farinosa,,yes,no,no,1,,,,,,,,,,,,,,,,,,744,ESCA_shrub_survey,41,236786643,bf1f4bd3-cf7f-4cf1-945f-32b8fecccb9b,2023-05-08 22:53:06,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
count,Baccharis sarothroides,,Baccharis sarothroides,,yes,no,no,1,,,,,,,,,,,,,,,,,,745,ESCA_shrub_survey,41,236786643,bf1f4bd3-cf7f-4cf1-945f-32b8fecccb9b,2023-05-08 22:53:06,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
count,Nerium oleander,,Nerium oleander,,yes,no,no,3,,,,,,,,,,,,,,,,,,746,ESCA_shrub_survey,41,236786643,bf1f4bd3-cf7f-4cf1-945f-32b8fecccb9b,2023-05-08 22:53:06,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
count,Portulacaria afra,,Portulacaria afra,,yes,no,no,2,,,,,,,,,,,,,,,,,,747,ESCA_shrub_survey,41,236786643,bf1f4bd3-cf7f-4cf1-945f-32b8fecccb9b,2023-05-08 22:53:06,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
count,Ficus microcarpa,,Ficus microcarpa,,yes,no,no,1,,,,,,,,,,,,,,,,,,748,ESCA_shrub_survey,41,236786643,bf1f4bd3-cf7f-4cf1-945f-32b8fecccb9b,2023-05-08 22:53:06,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
count,Hibiscus rosa-sinensis,,Hibiscus rosa-sinensis,,yes,no,no,2,,,,,,,,,,,,,,,,,,749,ESCA_shrub_survey,41,236786643,bf1f4bd3-cf7f-4cf1-945f-32b8fecccb9b,2023-05-08 22:53:06,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
count,Tecoma stans,,Tecoma stans,,yes,no,no,1,,,,,,,,,,,,,,,,,,750,ESCA_shrub_survey,41,236786643,bf1f4bd3-cf7f-4cf1-945f-32b8fecccb9b,2023-05-08 22:53:06,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
count,Caesalpinia gilliesii,,Caesalpinia gilliesii,,yes,no,no,1,,,,,,,,,,,,,,,,,,751,ESCA_shrub_survey,41,236786643,bf1f4bd3-cf7f-4cf1-945f-32b8fecccb9b,2023-05-08 22:53:06,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
count,Aloe vera,,Aloe vera,,yes,no,no,1,,,,,,,,,,,,,,,,,,752,ESCA_shrub_survey,41,236786643,bf1f4bd3-cf7f-4cf1-945f-32b8fecccb9b,2023-05-08 22:53:06,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Leucophyllum,,Leucophyllum,,no,yes,yes,,,,,,,,,753,ESCA_shrub_survey,41,236786643,bf1f4bd3-cf7f-4cf1-945f-32b8fecccb9b,2023-05-08 22:53:06,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Encelia farinosa,,Encelia farinosa,,yes,no,no,,,,,,,,,754,ESCA_shrub_survey,41,236786643,bf1f4bd3-cf7f-4cf1-945f-32b8fecccb9b,2023-05-08 22:53:06,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Baccharis sarothroides,,Baccharis sarothroides,,yes,no,no,,,,,,,,,755,ESCA_shrub_survey,41,236786643,bf1f4bd3-cf7f-4cf1-945f-32b8fecccb9b,2023-05-08 22:53:06,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Nerium oleander,,Nerium oleander,,yes,no,no,,,,,,,,,756,ESCA_shrub_survey,41,236786643,bf1f4bd3-cf7f-4cf1-945f-32b8fecccb9b,2023-05-08 22:53:06,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Phoenix roebelenii,,Phoenix roebelenii,,yes,no,no,,,,,,,,,757,ESCA_shrub_survey,41,236786643,bf1f4bd3-cf7f-4cf1-945f-32b8fecccb9b,2023-05-08 22:53:06,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Portulacaria afra,,Portulacaria afra,,yes,no,no,,,,,,,,,758,ESCA_shrub_survey,41,236786643,bf1f4bd3-cf7f-4cf1-945f-32b8fecccb9b,2023-05-08 22:53:06,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Ficus microcarpa,,Ficus microcarpa,,yes,no,no,,,,,,,,,759,ESCA_shrub_survey,41,236786643,bf1f4bd3-cf7f-4cf1-945f-32b8fecccb9b,2023-05-08 22:53:06,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Hibiscus rosa-sinensis,,Hibiscus rosa-sinensis,,yes,no,no,,,,,,,,,760,ESCA_shrub_survey,41,236786643,bf1f4bd3-cf7f-4cf1-945f-32b8fecccb9b,2023-05-08 22:53:06,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Tecoma stans,,Tecoma stans,,yes,no,no,,,,,,,,,761,ESCA_shrub_survey,41,236786643,bf1f4bd3-cf7f-4cf1-945f-32b8fecccb9b,2023-05-08 22:53:06,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Caesalpinia gilliesii,,Caesalpinia gilliesii,,yes,no,no,,,,,,,,,762,ESCA_shrub_survey,41,236786643,bf1f4bd3-cf7f-4cf1-945f-32b8fecccb9b,2023-05-08 22:53:06,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Aloe vera,,Aloe vera,,yes,no,no,,,,,,,,,763,ESCA_shrub_survey,41,236786643,bf1f4bd3-cf7f-4cf1-945f-32b8fecccb9b,2023-05-08 22:53:06,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
count,Rosmarinus officinalis,,Rosmarinus officinalis,,yes,no,yes,,,,,,,,,,,,,,,,,,,764,ESCA_shrub_survey,42,237037077,5f949515-d29e-40f7-99d9-d3bd2e2aefe2,2023-05-09 20:04:41,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Rosmarinus officinalis,,Rosmarinus officinalis,,yes,no,yes,,,,,,,,,765,ESCA_shrub_survey,42,237037077,5f949515-d29e-40f7-99d9-d3bd2e2aefe2,2023-05-09 20:04:41,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Bougainvillea,,Bougainvillea,,no,no,no,3,,,,,,,,,,,,,,,,,,766,ESCA_shrub_survey,42,237037077,5f949515-d29e-40f7-99d9-d3bd2e2aefe2,2023-05-09 20:04:41,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Bougainvillea,,Bougainvillea,,no,no,no,,,,,,,,,767,ESCA_shrub_survey,42,237037077,5f949515-d29e-40f7-99d9-d3bd2e2aefe2,2023-05-09 20:04:41,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Senna artemisioides,,Senna artemisioides,,yes,no,no,3,,,,,,,,,,,,,,,,,,768,ESCA_shrub_survey,42,237037077,5f949515-d29e-40f7-99d9-d3bd2e2aefe2,2023-05-09 20:04:41,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Senna artemisioides,,Senna artemisioides,,yes,no,no,,,,,,,,,769,ESCA_shrub_survey,42,237037077,5f949515-d29e-40f7-99d9-d3bd2e2aefe2,2023-05-09 20:04:41,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Sphagneticola trilobata,,Sphagneticola trilobata,,yes,no,no,5,,,,,,,,,,,,,,,,,,770,ESCA_shrub_survey,42,237037077,5f949515-d29e-40f7-99d9-d3bd2e2aefe2,2023-05-09 20:04:41,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Sphagneticola trilobata,,Sphagneticola trilobata,,yes,no,no,,,,,,,,,771,ESCA_shrub_survey,42,237037077,5f949515-d29e-40f7-99d9-d3bd2e2aefe2,2023-05-09 20:04:41,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Callistemon viminalis 'Little John',,Callistemon viminalis 'Little John',,yes,no,no,1,,,,,,,,,,,,,,,,,,772,ESCA_shrub_survey,42,237037077,5f949515-d29e-40f7-99d9-d3bd2e2aefe2,2023-05-09 20:04:41,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Callistemon viminalis 'Little John',,Callistemon viminalis 'Little John',,yes,no,no,,,,,,,,,773,ESCA_shrub_survey,42,237037077,5f949515-d29e-40f7-99d9-d3bd2e2aefe2,2023-05-09 20:04:41,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Eremophila,,Eremophila,,no,no,no,4,,,,,,,,,,,,,,,,,,774,ESCA_shrub_survey,42,237037077,5f949515-d29e-40f7-99d9-d3bd2e2aefe2,2023-05-09 20:04:41,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Eremophila,,Eremophila,,no,no,no,,,,,,,,,775,ESCA_shrub_survey,42,237037077,5f949515-d29e-40f7-99d9-d3bd2e2aefe2,2023-05-09 20:04:41,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Leucophyllum,,Leucophyllum,,no,no,no,1,,,,,,,,,,,,,,,,,,776,ESCA_shrub_survey,42,237037077,5f949515-d29e-40f7-99d9-d3bd2e2aefe2,2023-05-09 20:04:41,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Leucophyllum,,Leucophyllum,,no,no,no,,,,,,,,,777,ESCA_shrub_survey,42,237037077,5f949515-d29e-40f7-99d9-d3bd2e2aefe2,2023-05-09 20:04:41,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
,Tecoma stans,,Tecoma stans,,yes,no,no,,0,2,,,,,,,,,,,,,,,,778,ESCA_shrub_survey,43,237347848,33ba4d5d-f478-40b4-b895-dd1bebc0d02c,2023-05-10 23:04:53,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
,Lantana camara,,Lantana camara,,yes,no,no,,1,3,,,,,,,,,,,,,,,,779,ESCA_shrub_survey,43,237347848,33ba4d5d-f478-40b4-b895-dd1bebc0d02c,2023-05-10 23:04:53,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
,Bougainvillea,,Bougainvillea,,no,no,no,,0,6,,,,,,,,,,,,,,,,780,ESCA_shrub_survey,43,237347848,33ba4d5d-f478-40b4-b895-dd1bebc0d02c,2023-05-10 23:04:53,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
,Caesalpinia gilliesii,,Caesalpinia gilliesii,,yes,no,no,,0,1,,,,,,,,,,,,,,,,781,ESCA_shrub_survey,43,237347848,33ba4d5d-f478-40b4-b895-dd1bebc0d02c,2023-05-10 23:04:53,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
,Lonicera japonica,,Lonicera japonica,,yes,no,no,,0,2,,,,,,,,,,,,,,,,782,ESCA_shrub_survey,43,237347848,33ba4d5d-f478-40b4-b895-dd1bebc0d02c,2023-05-10 23:04:53,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
,Nerium oleander,,Nerium oleander,,yes,no,no,,0,2,,,,,,,,,,,,,,,,783,ESCA_shrub_survey,43,237347848,33ba4d5d-f478-40b4-b895-dd1bebc0d02c,2023-05-10 23:04:53,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
,Plumbago auriculata,,Plumbago auriculata,,yes,no,yes,,,,,,,,,,,,,,,,,,,784,ESCA_shrub_survey,43,237347848,33ba4d5d-f478-40b4-b895-dd1bebc0d02c,2023-05-10 23:04:53,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
,Rosa,,Rosa,,no,no,no,,0,6,,,,,,,,,,,,,,,,785,ESCA_shrub_survey,43,237347848,33ba4d5d-f478-40b4-b895-dd1bebc0d02c,2023-05-10 23:04:53,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
,Hibiscus rosa-sinensis,,Hibiscus rosa-sinensis,,yes,no,no,,2,0,,,,,,,,,,,,,,,,786,ESCA_shrub_survey,43,237347848,33ba4d5d-f478-40b4-b895-dd1bebc0d02c,2023-05-10 23:04:53,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
,Yucca,,Yucca,,no,no,no,,1,0,,,,,,,,,,,,,,,,787,ESCA_shrub_survey,43,237347848,33ba4d5d-f478-40b4-b895-dd1bebc0d02c,2023-05-10 23:04:53,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
,NULL,Podranea ricasoliana,Podranea ricasoliana,,yes,no,no,,1,0,,,,,,,,,,,,,,,,788,ESCA_shrub_survey,43,237347848,33ba4d5d-f478-40b4-b895-dd1bebc0d02c,2023-05-10 23:04:53,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
,Ficus,,Ficus,,no,no,yes,,,,,,,,,,,,,,,,,,,789,ESCA_shrub_survey,43,237347848,33ba4d5d-f478-40b4-b895-dd1bebc0d02c,2023-05-10 23:04:53,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
,Rhus lancea,,Rhus lancea,,yes,no,no,,2,0,,,,,,,,,,,,,,,,790,ESCA_shrub_survey,43,237347848,33ba4d5d-f478-40b4-b895-dd1bebc0d02c,2023-05-10 23:04:53,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
