taxa_clean,taxonID,taxonRank,acceptedNameUsageID,taxonomicStatus,update_date,kingdom,phylum,class,order,family,genus,specificEpithet,infraspecificEpithet,vernacularName
Plantago,ITIS:32870,genus,ITIS:32870,accepted,2011-09-22,NA,NA,NA,NA,NA,NA,,,plantain
Pectocarya heterocarpa,ITIS:31971,species,ITIS:31971,accepted,2011-12-08,Plantae,NA,Magnoliopsida,Boraginales,Boraginaceae,Pectocarya,heterocarpa,,chuckwalla combseed
Vulpia microstachys,ITIS:42262,species,ITIS:42262,accepted,2010-11-30,Plantae,NA,Magnoliopsida,Poales,Poaceae,Vulpia,microstachys,,twoflower fescue
Eriophyllum lanosum,ITIS:513166,species,ITIS:513166,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Eriophyllum,lanosum,,white easterbonnets
Eriogonum thomasii,ITIS:21256,species,ITIS:21256,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Caryophyllales,Polygonaceae,Eriogonum,thomasii,,Thomas buckwheat
Cryptantha muricata,ITIS:31844,species,ITIS:31844,accepted,2011-12-08,Plantae,NA,Magnoliopsida,Boraginales,Boraginaceae,Cryptantha,muricata,,pointed cryptantha
Melilotus,ITIS:26148,genus,ITIS:26148,accepted,2011-06-29,NA,NA,NA,NA,NA,NA,,,sweetclover
Filago,ITIS:37370,genus,ITIS:37370,accepted,2010-10-05,NA,NA,NA,NA,NA,NA,,,cottonrose
Nama hispidum,ITIS:31414,species,ITIS:835388,synonym,2011-12-08,Plantae,NA,Magnoliopsida,Boraginales,Boraginaceae,Nama,hispida,,purple mat
Antirrhinum,ITIS:33467,genus,ITIS:33467,accepted,2011-09-22,NA,NA,NA,NA,NA,NA,,,snapdragon
Stylocline micropoides,ITIS:38473,species,ITIS:38473,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Stylocline,micropoides,,woollyhead neststraw
Amaranthus,ITIS:20715,genus,ITIS:20715,accepted,2011-08-30,NA,NA,NA,NA,NA,NA,,,pigweed
Eucrypta micrantha,ITIS:31378,species,ITIS:31378,accepted,2011-12-08,Plantae,NA,Magnoliopsida,Boraginales,Hydrophyllaceae,Eucrypta,micrantha,,dainty desert hideseed
Eriogonum inflatum,ITIS:21163,species,ITIS:21163,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Caryophyllales,Polygonaceae,Eriogonum,inflatum,,desert trumpet
Boerhavia coulteri,ITIS:19669,species,ITIS:19669,accepted,2012-06-27,Plantae,NA,Magnoliopsida,Caryophyllales,Nyctaginaceae,Boerhavia,coulteri,,Coulters spiderling
Draba nemorosa,ITIS:22894,species,ITIS:22894,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Brassicales,Brassicaceae,Draba,nemorosa,,woods draba
Senna covesii,ITIS:505149,species,ITIS:505149,accepted,2011-06-29,Plantae,NA,Magnoliopsida,Fabales,Fabaceae,Senna,covesii,,Coues cassia
Medicago lupulina,ITIS:503721,species,ITIS:503721,accepted,2011-06-29,Plantae,NA,Magnoliopsida,Fabales,Fabaceae,Medicago,lupulina,,yellow trefoil
Plantae,ITIS:202422,kingdom,ITIS:202422,accepted,2004-02-23,NA,NA,NA,NA,NA,NA,,,plants
Oxalis,ITIS:29062,genus,ITIS:29062,accepted,2012-08-29,NA,NA,NA,NA,NA,NA,,,woodsorrel
Convolvulus arvensis,ITIS:30705,species,ITIS:30705,accepted,2012-01-27,Plantae,NA,Magnoliopsida,Solanales,Convolvulaceae,Convolvulus,arvensis,,smallflowered morningglory
Mentzelia involucrata,ITIS:503776,species,ITIS:503776,accepted,2012-06-27,Plantae,NA,Magnoliopsida,Cornales,Loasaceae,Mentzelia,involucrata,,whitebract blazingstar
Lobularia maritima,ITIS:23236,species,ITIS:23236,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Brassicales,Brassicaceae,Lobularia,maritima,,sweet alyssum
Solanum,ITIS:30412,genus,ITIS:30412,accepted,2011-06-29,NA,NA,NA,NA,NA,NA,,,nightshade
Gilia flavocincta,ITIS:31121,species,ITIS:31121,accepted,2012-01-27,Plantae,NA,Magnoliopsida,Ericales,Polemoniaceae,Gilia,flavocincta,,lesser yellowthroat gilia
Argythamnia neomexicana,ITIS:184718,species,ITIS:512396,synonym,2017-04-25,Plantae,NA,Magnoliopsida,Malpighiales,Euphorbiaceae,Ditaxis,serrata,,Yuma silverbush
Castilleja exserta,ITIS:506880,species,ITIS:506880,accepted,2011-09-22,Plantae,NA,Magnoliopsida,Lamiales,Orobanchaceae,Castilleja,exserta,,exserted Indian paintbrush
Lasthenia californica,ITIS:503335,species,ITIS:503335,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Lasthenia,californica,,California goldfields
Cryptantha decipiens,ITIS:31802,species,ITIS:31802,accepted,2011-12-08,Plantae,NA,Magnoliopsida,Boraginales,Boraginaceae,Cryptantha,decipiens,,gravelbar cryptantha
Adenophyllum porophylloides,ITIS:185203,species,ITIS:185203,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Adenophyllum,porophylloides,,San Felipe dyssodia
Carissa macrocarpa,ITIS:501290,species,ITIS:501290,accepted,2012-05-31,Plantae,NA,Magnoliopsida,Gentianales,Apocynaceae,Carissa,macrocarpa,,amatungulu
Argythamnia,ITIS:184696,genus,ITIS:184696,accepted,2017-04-25,NA,NA,NA,NA,NA,NA,,,wild mercury
Salvia columbariae,ITIS:32707,species,ITIS:32707,accepted,2011-09-22,Plantae,NA,Magnoliopsida,Lamiales,Lamiaceae,Salvia,columbariae,,chia
Laennecia coulteri,ITIS:503308,species,ITIS:503308,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Laennecia,coulteri,,conyza
Prosopis velutina,ITIS:26883,species,ITIS:26883,accepted,2011-06-29,Plantae,NA,Magnoliopsida,Fabales,Fabaceae,Prosopis,velutina,,velvet mesquite
Calandrinia ciliata,ITIS:20464,species,ITIS:20464,accepted,2012-03-29,Plantae,NA,Magnoliopsida,Caryophyllales,Montiaceae,Calandrinia,ciliata,,redmaids
Minuartia douglasii,ITIS:19991,species,ITIS:19991,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Caryophyllales,Caryophyllaceae,Minuartia,douglasii,,Douglas stitchwort
Hordeum,ITIS:40865,genus,ITIS:40865,accepted,2010-11-30,NA,NA,NA,NA,NA,NA,,,barley
Pholistoma auritum,ITIS:31612,species,ITIS:31612,accepted,2011-12-08,Plantae,NA,Magnoliopsida,Boraginales,Hydrophyllaceae,Pholistoma,auritum,,blue fiestaflower
Juniperus chinensis,ITIS:505930,species,ITIS:505930,accepted,2011-07-25,Plantae,NA,Pinopsida,Pinales,Cupressaceae,Juniperus,chinensis,,Chinese juniper
Chenopodiaceae,ITIS:20504,family,ITIS:20714,synonym,2012-09-26,NA,NA,NA,NA,NA,NA,,,pigweed
Morus alba,ITIS:19066,species,ITIS:19066,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Rosales,Moraceae,Morus,alba,,white mulberry
Cenchrus ciliaris,ITIS:40574,species,ITIS:40574,accepted,2017-06-28,Plantae,NA,Magnoliopsida,Poales,Poaceae,Cenchrus,ciliaris,,buffelgrass
Boerhavia,ITIS:19667,genus,ITIS:19667,accepted,2012-06-27,NA,NA,NA,NA,NA,NA,,,spiderling
Chorizanthe brevicornu,ITIS:21007,species,ITIS:21007,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Caryophyllales,Polygonaceae,Chorizanthe,brevicornu,,brittle spineflower
Baccharis sarothroides,ITIS:35699,species,ITIS:35699,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Baccharis,sarothroides,,desertbroom
Senna artemisioides,ITIS:507170,species,ITIS:507170,accepted,2011-06-29,Plantae,NA,Magnoliopsida,Fabales,Fabaceae,Senna,artemisioides,,silver senna
Muhlenbergia microsperma,ITIS:783871,species,ITIS:783871,accepted,2010-11-30,Plantae,NA,Magnoliopsida,Poales,Poaceae,Muhlenbergia,microsperma,,NA
Physalis crassifolia,ITIS:30596,species,ITIS:30596,accepted,2011-06-29,Plantae,NA,Magnoliopsida,Solanales,Solanaceae,Physalis,crassifolia,,yellow nightshade groundcherry
Lactuca,ITIS:36594,genus,ITIS:36594,accepted,2010-10-05,NA,NA,NA,NA,NA,NA,,,lettuce
Phacelia affinis,ITIS:31434,species,ITIS:31434,accepted,2011-12-08,Plantae,NA,Magnoliopsida,Boraginales,Hydrophyllaceae,Phacelia,affinis,,purplebell phacelia
Echinocactus emoryi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ciclospermum leptophyllum,ITIS:29620,species,ITIS:507572,synonym,2011-07-25,Plantae,NA,Magnoliopsida,Apiales,Apiaceae,Cyclospermum,leptophyllum,,marsh parsley
Pelargonium x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chenopodium desiccatum,ITIS:20604,species,ITIS:20604,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Caryophyllales,Amaranthaceae,Chenopodium,desiccatum,,narrowleaf goosefoot
Papaver,ITIS:18881,genus,ITIS:18881,accepted,2012-06-27,NA,NA,NA,NA,NA,NA,,,poppy
Chenopodium,ITIS:20589,genus,ITIS:20589,accepted,2011-08-30,NA,NA,NA,NA,NA,NA,,,goosefoot
Orobanche cooperi,ITIS:34286,species,ITIS:34286,accepted,2011-09-22,Plantae,NA,Magnoliopsida,Lamiales,Orobanchaceae,Orobanche,cooperi,,desert broomrape
Carlowrightia arizonica,ITIS:501291,species,ITIS:501291,accepted,2011-09-22,Plantae,NA,Magnoliopsida,Lamiales,Acanthaceae,Carlowrightia,arizonica,,Arizona wrightwort
Eriochloa acuminata,ITIS:502406,species,ITIS:502406,accepted,2010-11-30,Plantae,NA,Magnoliopsida,Poales,Poaceae,Eriochloa,acuminata,,tapertip cupgrass
Prosopis juliflora,ITIS:565434,species,ITIS:565434,accepted,2011-06-29,Plantae,NA,Magnoliopsida,Fabales,Fabaceae,Prosopis,juliflora,,mesquite
Medicago polymorpha,ITIS:503725,species,ITIS:503725,accepted,2011-06-29,Plantae,NA,Magnoliopsida,Fabales,Fabaceae,Medicago,polymorpha,,burclover
Lantana,ITIS:32173,genus,ITIS:32173,accepted,2011-09-22,NA,NA,NA,NA,NA,NA,,,NA
Senecio vulgaris,ITIS:36194,species,ITIS:36194,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Senecio,vulgaris,,old man in the spring
Salsola,ITIS:20654,genus,ITIS:20654,accepted,2011-08-30,NA,NA,NA,NA,NA,NA,,,tumbleweed
Cryptantha barbigera,ITIS:31787,species,ITIS:31787,accepted,2011-12-08,Plantae,NA,Magnoliopsida,Boraginales,Boraginaceae,Cryptantha,barbigera,,bearded cryptantha
Lepidium medium,ITIS:515769,species,ITIS:823324,synonym,2011-08-30,NA,NA,NA,NA,NA,NA,,,Menzies pepperweed
Prosopis alba,ITIS:506298,species,ITIS:506298,accepted,2011-06-29,Plantae,NA,Magnoliopsida,Fabales,Fabaceae,Prosopis,alba,,algarrobo blanco
Bromus catharticus,ITIS:501066,species,ITIS:501066,accepted,2010-11-30,Plantae,NA,Magnoliopsida,Poales,Poaceae,Bromus,catharticus,,rescuegrass
Cryptantha pterocarya,ITIS:31856,species,ITIS:31856,accepted,2011-12-08,Plantae,NA,Magnoliopsida,Boraginales,Boraginaceae,Cryptantha,pterocarya,,wingnut cryptantha
Euphorbia supina,ITIS:513410,species,ITIS:28034,synonym,2017-04-25,Plantae,NA,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,maculata,,spotted spurge
Lotus humistratus,ITIS:26385,species,ITIS:820049,synonym,2011-06-29,Plantae,NA,Magnoliopsida,Fabales,Fabaceae,Acmispon,humistratus,,foothill deervetch
Malacothrix glabrata,ITIS:38050,species,ITIS:38050,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Malacothrix,glabrata,,smooth desertdandelion
Cyclospermum leptophyllum,ITIS:507572,species,ITIS:507572,accepted,2011-07-25,Plantae,NA,Magnoliopsida,Apiales,Apiaceae,Cyclospermum,leptophyllum,,marsh parsley
Eriophyllum pringlei,ITIS:37340,species,ITIS:37340,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Eriophyllum,pringlei,,Pringles woolly sunflower
Ipomoea,ITIS:30758,genus,ITIS:30758,accepted,2012-01-27,NA,NA,NA,NA,NA,NA,,,morningglory
Chaenactis carphoclinia,ITIS:36985,species,ITIS:36985,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Chaenactis,carphoclinia,,pebble pincushion
Lupinus,ITIS:25916,genus,ITIS:25916,accepted,2011-06-29,NA,NA,NA,NA,NA,NA,,,lupine
Solanum elaeagnifolium,ITIS:30429,species,ITIS:30429,accepted,2011-06-29,Plantae,NA,Magnoliopsida,Solanales,Solanaceae,Solanum,elaeagnifolium,,white nightshade
Cirsium neomexicanum,ITIS:36388,species,ITIS:36388,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Cirsium,neomexicanum,,Utah thistle
Datura discolor,ITIS:30515,species,ITIS:30515,accepted,2011-06-29,Plantae,NA,Magnoliopsida,Solanales,Solanaceae,Datura,discolor,,desert thorn apple
Cryptantha angustifolia,ITIS:31784,species,ITIS:31784,accepted,2011-12-08,Plantae,NA,Magnoliopsida,Boraginales,Boraginaceae,Cryptantha,angustifolia,,Panamint cryptantha
Chamaesyce melanadenia,ITIS:501436,species,ITIS:28099,synonym,2017-04-25,Plantae,NA,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,melanadenia,,squaw sandmat
Lupinus arizonicus,ITIS:25957,species,ITIS:25957,accepted,2011-06-29,Plantae,NA,Magnoliopsida,Fabales,Fabaceae,Lupinus,arizonicus,,Arizona lupine
Allium,ITIS:42634,genus,ITIS:42634,accepted,2011-02-24,NA,NA,NA,NA,NA,NA,,,wild onion
Euphorbiaceae,ITIS:28031,family,ITIS:28031,accepted,2017-04-25,NA,NA,NA,NA,NA,NA,,,spurge
Pectocarya setosa,ITIS:31976,species,ITIS:31976,accepted,2011-12-08,Plantae,NA,Magnoliopsida,Boraginales,Boraginaceae,Pectocarya,setosa,,moth combseed
Poa,ITIS:41074,genus,ITIS:41074,accepted,2010-11-30,NA,NA,NA,NA,NA,NA,,,bluegrass spp
Polygonum aviculare,ITIS:20876,species,ITIS:20876,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Caryophyllales,Polygonaceae,Polygonum,aviculare,,prostrate knotweed
Oenothera curtiflora,ITIS:836004,species,ITIS:836004,accepted,2011-12-08,Plantae,NA,Magnoliopsida,Myrtales,Onagraceae,Oenothera,curtiflora,,velvetweed
Eucrypta,ITIS:31376,genus,ITIS:31376,accepted,2014-12-22,NA,NA,NA,NA,NA,NA,,,hideseed
Echinochloa colona,ITIS:40670,species,ITIS:40670,accepted,2010-11-30,Plantae,NA,Magnoliopsida,Poales,Poaceae,Echinochloa,colona,,jungle ricegrass
Lolium,ITIS:40891,genus,ITIS:40891,accepted,2010-11-30,NA,NA,NA,NA,NA,NA,,,ryegrass
Heliomeris longifolia,ITIS:37602,species,ITIS:37602,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Heliomeris,longifolia,,longleaf false goldeneye
Camissonia,ITIS:27462,genus,ITIS:27462,accepted,2011-12-08,NA,NA,NA,NA,NA,NA,,,suncup
Bromus arizonicus,ITIS:40493,species,ITIS:40493,accepted,2010-11-30,Plantae,NA,Magnoliopsida,Poales,Poaceae,Bromus,arizonicus,,Arizona brome
Asparagus officinalis,ITIS:42784,species,ITIS:42784,accepted,2011-02-24,Plantae,NA,Magnoliopsida,Asparagales,Asparagaceae,Asparagus,officinalis,,garden asparagus
Vigna caracalla,ITIS:505693,species,ITIS:505693,accepted,2011-06-29,Plantae,NA,Magnoliopsida,Fabales,Fabaceae,Vigna,caracalla,,snailflower
Thysanocarpus curvipes,ITIS:23428,species,ITIS:23428,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Brassicales,Brassicaceae,Thysanocarpus,curvipes,,sand fringepod
Zoysia japonica,ITIS:42273,species,ITIS:42273,accepted,2010-11-30,Plantae,NA,Magnoliopsida,Poales,Poaceae,Zoysia,japonica,,Korean lawngrass
Brassica,ITIS:23054,genus,ITIS:23054,accepted,2011-08-30,NA,NA,NA,NA,NA,NA,,,mustard
Bromus,ITIS:40478,genus,ITIS:40478,accepted,2010-11-30,NA,NA,NA,NA,NA,NA,,,brome spp
Plantago rhodosperma,ITIS:32909,species,ITIS:32909,accepted,2011-09-22,Plantae,NA,Magnoliopsida,Lamiales,Plantaginaceae,Plantago,rhodosperma,,redseed plantain
Lepidium didymum,ITIS:515763,species,ITIS:515763,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Brassicales,Brassicaceae,Lepidium,didymum,,lesser swinecress
Aloe barbadensis,ITIS:42773,species,ITIS:182653,synonym,2014-10-27,Plantae,NA,Magnoliopsida,Asparagales,Xanthorrhoeaceae,Aloe,vera,,West Indian aloe
Argythamnia lanceolata,ITIS:184714,species,ITIS:512393,synonym,2017-04-25,Plantae,NA,Magnoliopsida,Malpighiales,Euphorbiaceae,Ditaxis,lanceolata,,narrowleaf silverbush
Cheilanthes parryi,ITIS:501477,species,ITIS:501477,accepted,2012-10-26,Plantae,NA,Polypodiopsida,Polypodiales,Pteridaceae,Cheilanthes,parryi,,Parrys lipfern
Boerhavia intermedia,ITIS:19673,species,ITIS:895424,synonym,2012-06-27,NA,NA,NA,NA,NA,NA,,,fivewing spiderling
Zea mays,ITIS:42269,species,ITIS:42269,accepted,2010-11-30,Plantae,NA,Magnoliopsida,Poales,Poaceae,Zea,mays,,corn
Delphinium parishii,ITIS:18486,species,ITIS:18486,accepted,2011-06-29,Plantae,NA,Magnoliopsida,Ranunculales,Ranunculaceae,Delphinium,parishii,,desert larkspur
Acourtia wrightii,ITIS:36457,species,ITIS:36457,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Acourtia,wrightii,,Wrights desertpeony
Sphaeralcea,ITIS:21909,genus,ITIS:21909,accepted,2020-08-28,NA,NA,NA,NA,NA,NA,,,globemallow
Dichondra,ITIS:30833,genus,ITIS:30833,accepted,2012-01-27,NA,NA,NA,NA,NA,NA,,,ponysfoot
Eriastrum,ITIS:31047,genus,ITIS:31047,accepted,2012-01-27,NA,NA,NA,NA,NA,NA,,,woolstar
Triticum aestivum,ITIS:42237,species,ITIS:42237,accepted,2010-11-30,Plantae,NA,Magnoliopsida,Poales,Poaceae,Triticum,aestivum,,wheat
Linanthus,ITIS:31241,genus,ITIS:31241,accepted,2012-01-27,NA,NA,NA,NA,NA,NA,,,NA
Anethum graveolens,ITIS:29584,species,ITIS:29584,accepted,2011-07-25,Plantae,NA,Magnoliopsida,Apiales,Apiaceae,Anethum,graveolens,,dill
Setaria pumila,ITIS:505192,species,ITIS:505192,accepted,2017-06-28,Plantae,NA,Magnoliopsida,Poales,Poaceae,Setaria,pumila,,yellow bristlegrass
Baccharis emoryi,ITIS:35688,species,ITIS:35698,synonym,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Baccharis,salicina,,willow baccharis
Hoffmannseggia densiflora,ITIS:514783,species,ITIS:503048,synonym,2011-06-29,Plantae,NA,Magnoliopsida,Fabales,Fabaceae,Hoffmannseggia,glauca,,Indian rushpea
Euphorbia capitellata,ITIS:28050,species,ITIS:28050,accepted,2017-04-25,Plantae,NA,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,capitellata,,head spurge
Polemoniaceae,ITIS:30896,family,ITIS:30896,accepted,2014-12-22,NA,NA,NA,NA,NA,NA,,,phlox
Abutilon incanum,ITIS:21665,species,ITIS:21665,accepted,2020-08-28,Plantae,NA,Magnoliopsida,Malvales,Malvaceae,Abutilon,incanum,,shrubby Indian mallow
Medicago sativa,ITIS:183623,species,ITIS:183623,accepted,2012-12-21,Plantae,NA,Magnoliopsida,Fabales,Fabaceae,Medicago,sativa,,alfalfa
Gilia stellata,ITIS:31177,species,ITIS:31177,accepted,2012-01-27,Plantae,NA,Magnoliopsida,Ericales,Polemoniaceae,Gilia,stellata,,star gilia
Thymophylla pentachaeta,ITIS:505497,species,ITIS:505497,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Thymophylla,pentachaeta,,fiveneedle pricklyleaf
Centaurea solstitialis,ITIS:36972,species,ITIS:36972,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Centaurea,solstitialis,,yellow star thistle
Hilaria,ITIS:41765,genus,ITIS:41765,accepted,2010-11-30,NA,NA,NA,NA,NA,NA,,,hilaria
Alcea rosea,ITIS:21774,species,ITIS:21774,accepted,2020-08-28,Plantae,NA,Magnoliopsida,Malvales,Malvaceae,Alcea,rosea,,hollyhock
Euphorbia prostrata,ITIS:28124,species,ITIS:28124,accepted,2017-04-25,Plantae,NA,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,prostrata,,prostrate spurge
Lamium amplexicaule,ITIS:32539,species,ITIS:32539,accepted,2011-09-22,Plantae,NA,Magnoliopsida,Lamiales,Lamiaceae,Lamium,amplexicaule,,henbit deadnettle
Tiquilia plicata,ITIS:505523,species,ITIS:505523,accepted,2011-12-08,Plantae,NA,Magnoliopsida,Boraginales,Ehretiaceae,Tiquilia,plicata,,fanleaf crinklemat
Glandularia pulchella,ITIS:502791,species,ITIS:502791,accepted,2011-09-22,Plantae,NA,Magnoliopsida,Lamiales,Verbenaceae,Glandularia,pulchella,,South American mock vervain
Chaenactis fremontii,ITIS:36989,species,ITIS:36989,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Chaenactis,fremontii,,pincushion flower
Cyperus rotundus,ITIS:39900,species,ITIS:39900,accepted,2011-02-04,Plantae,NA,Magnoliopsida,Poales,Cyperaceae,Cyperus,rotundus,,purple nutsedge
Mentha spicata,ITIS:32272,species,ITIS:32272,accepted,2011-09-22,Plantae,NA,Magnoliopsida,Lamiales,Lamiaceae,Mentha,spicata,,spearmint
Artemesia stelleriana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rumex crispus,ITIS:20937,species,ITIS:20937,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex,crispus,,yellow dock
Bouteloua barbata,ITIS:41498,species,ITIS:41498,accepted,2010-11-30,Plantae,NA,Magnoliopsida,Poales,Poaceae,Bouteloua,barbata,,sixweeks grama
Sphaeralcea emoryi,ITIS:21928,species,ITIS:21928,accepted,2020-08-28,Plantae,NA,Magnoliopsida,Malvales,Malvaceae,Sphaeralcea,emoryi,,Emorys globemallow
Dimorphotheca sinuata,ITIS:37246,species,ITIS:37246,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Dimorphotheca,sinuata,,glandular Cape marigold
Gilia,ITIS:31075,genus,ITIS:31075,accepted,2012-01-27,NA,NA,NA,NA,NA,NA,,,NA
Gilia,ITIS:719013,genus,ITIS:719013,accepted,2007-03-13,NA,NA,NA,NA,NA,NA,,,NA
Veronica anagallis,ITIS:33397,species,ITIS:565594,synonym,2011-09-22,Plantae,NA,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,anagallis,aquatica,water speedwell
Veronica anagallis,ITIS:33410,species,ITIS:565594,synonym,2011-09-22,Plantae,NA,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,anagallis,aquatica,water speedwell
Leptochloa uninervia,ITIS:41820,species,ITIS:566047,synonym,2010-11-30,NA,NA,NA,NA,NA,NA,,,Mexican sprangletop
Ledpidium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baileya,ITIS:36798,genus,ITIS:36798,accepted,2010-10-05,NA,NA,NA,NA,NA,NA,,,desert marigold
Baileya,ITIS:937067,genus,ITIS:937067,accepted,2014-05-28,NA,NA,NA,NA,NA,NA,,,NA
Centaurea melitensis,ITIS:36965,species,ITIS:36965,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Centaurea,melitensis,,spotted knapweed
Harpagonella palmeri,ITIS:31936,species,ITIS:31936,accepted,2011-12-08,Plantae,NA,Magnoliopsida,Boraginales,Boraginaceae,Harpagonella,palmeri,,Palmers grapplinghook
Tragopogon,ITIS:38563,genus,ITIS:38563,accepted,2010-10-05,NA,NA,NA,NA,NA,NA,,,goatsbeard
Amaranthus retroflexus,ITIS:20745,species,ITIS:20745,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthus,retroflexus,,rough pigweed
Capsicum annuum,ITIS:30492,species,ITIS:30492,accepted,2011-06-29,Plantae,NA,Magnoliopsida,Solanales,Solanaceae,Capsicum,annuum,,cayenne pepper
Hoffmannseggia glauca,ITIS:503048,species,ITIS:503048,accepted,2011-06-29,Plantae,NA,Magnoliopsida,Fabales,Fabaceae,Hoffmannseggia,glauca,,Indian rushpea
Layia glandulosa,ITIS:37863,species,ITIS:37863,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Layia,glandulosa,,whitedaisy tidytips
Lupinus concinnus,ITIS:25989,species,ITIS:25989,accepted,2011-06-29,Plantae,NA,Magnoliopsida,Fabales,Fabaceae,Lupinus,concinnus,,bajada lupine
Brandegea bigelovii,ITIS:22346,species,ITIS:22346,accepted,2021-02-20,Plantae,NA,Magnoliopsida,Cucurbitales,Cucurbitaceae,Brandegea,bigelovii,,desert starvine
Solanum tuberosum,ITIS:505272,species,ITIS:505272,accepted,2011-06-29,Plantae,NA,Magnoliopsida,Solanales,Solanaceae,Solanum,tuberosum,,Irish potato
Calochortus kennedyi,ITIS:42853,species,ITIS:42853,accepted,2011-02-24,Plantae,NA,Magnoliopsida,Liliales,Liliaceae,Calochortus,kennedyi,,desert mariposa lily
Xanthisma spinulosum,ITIS:780550,species,ITIS:780550,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Xanthisma,spinulosum,,spiny goldenweed
Dalea mollis,ITIS:26629,species,ITIS:26629,accepted,2011-06-29,Plantae,NA,Magnoliopsida,Fabales,Fabaceae,Dalea,mollis,,hairy prairie clover
Lythrum hyssopifolia,ITIS:27085,species,ITIS:27085,accepted,2012-06-27,Plantae,NA,Magnoliopsida,Myrtales,Lythraceae,Lythrum,hyssopifolia,,hyssop loosestrife
Cosmos sulphureus,ITIS:37165,species,ITIS:37165,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Cosmos,sulphureus,,sulphur cosmos
Penstemon,ITIS:33665,genus,ITIS:33665,accepted,2011-09-22,NA,NA,NA,NA,NA,NA,,,beardtongue
Marina parryi,ITIS:26778,species,ITIS:26778,accepted,2011-06-29,Plantae,NA,Magnoliopsida,Fabales,Fabaceae,Marina,parryi,,Parrys false prairie clover
Eriogonum palmerianum,ITIS:502413,species,ITIS:502413,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Caryophyllales,Polygonaceae,Eriogonum,palmerianum,,Palmers buckwheat
Dalea mollissima,ITIS:26630,species,ITIS:26630,accepted,2011-06-29,Plantae,NA,Magnoliopsida,Fabales,Fabaceae,Dalea,mollissima,,soft prairie clover
Logfia depressa,ITIS:780425,species,ITIS:780425,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Logfia,depressa,,dwarf cottonrose
