Sample ID,Sample Type,Replicate Number,Repeat Number,Cup Number,Manual Dilution Factor,Auto Dilution Factor,Weight (Units),Weight,Units,Detection Date,Detection Time,User Name,Run File Name,Description,Channel Number,Analyte Name,Peak Concentration,Determined Conc.,Concentration Units,Peak Area,Peak Height,Calibration equation,Retention Time,Inject to Peak Start,Conc x ADF,Conc x MDF,Conc x ADF x MDF
U19 BOT,Unknown,1,1,64,1,1,,,,6/16/2016,1:13:42 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,4.23,,mg N/L,21.9,0.959,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,95.3,71.8,4.23,4.23,4.23
U19 BOT,Unknown,1,1,64,1,1,,,,6/16/2016,1:13:42 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.186,,mg N/L,1.38,0.0496,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,111,65.6,0.186,0.186,0.186
T18 TOP,Unknown,1,1,65,1,1,,,,6/16/2016,1:14:54 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,11.3,,mg N/L,48.8,1.93,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,92.4,68.9,11.3,11.3,11.3
T18 TOP,Unknown,1,1,65,1,1,,,,6/16/2016,1:14:54 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.44,,mg N/L,3.14,0.112,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,111,68,0.44,0.44,0.44
T18 BOT,Unknown,1,1,66,1,1,,,,6/16/2016,1:16:05 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,5.79,,mg N/L,28.5,1.2,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,93.6,69.3,5.79,5.79,5.79
T18 BOT,Unknown,1,1,66,1,1,,,,6/16/2016,1:16:05 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.0793,,mg N/L,0.645,0.0182,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,111,62.7,0.0793,0.0793,0.0793
AC16 TOP,Unknown,1,1,67,1,1,,,,6/16/2016,1:17:17 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,0.345,,mg N/L,2.07,0.0891,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,94.8,69.7,0.345,0.345,0.345
AC16 TOP,Unknown,1,1,67,1,1,,,,6/16/2016,1:17:17 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.104,,mg N/L,0.816,0.0296,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,111,72.2,0.104,0.104,0.104
AC16 BOT,Unknown,1,1,68,1,1,,,,6/16/2016,1:18:28 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,0.751,,mg N/L,4.44,0.187,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,93.6,68,0.751,0.751,0.751
AC16 BOT,Unknown,1,1,68,1,1,,,,6/16/2016,1:18:28 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.162,,mg N/L,1.22,0.0464,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,113,69.3,0.162,0.162,0.162
U11 TOP,Unknown,1,1,69,1,1,,,,6/16/2016,1:19:39 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,4.01,,mg N/L,20.8,0.872,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,93.2,68.5,4.01,4.01,4.01
U11 TOP,Unknown,1,1,69,1,1,,,,6/16/2016,1:19:39 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.108,,mg N/L,0.844,0.0274,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,111,54.4,0.108,0.108,0.108
X19 TOP,Unknown,1,1,70,1,1,,,,6/16/2016,1:20:50 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,0.254,,mg N/L,1.53,0.0637,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,92,68,0.254,0.254,0.254
X19 TOP,Unknown,1,1,70,1,1,,,,6/16/2016,1:20:50 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.0344,,mg N/L,0.334,0.0122,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,112,73.4,0.0344,0.0344,0.0344
Blank,Check Standard,1,8,S8,1,1,,,,6/16/2016,1:22:02 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,-0.00404,-1.05E-02,mg N/L,-0.0397,-0.002,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,35.9,15.7,-0.00404,-0.00404,-0.00404
Blank,Check Standard,1,8,S8,1,1,,,,6/16/2016,1:22:02 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,-0.0238,-4.30E-02,mg N/L,-0.0694,-0.00253,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,69.3,54.4,-0.0238,-0.0238,-0.0238
CCV,Check Standard,1,8,S4,1,1,,,,6/16/2016,1:23:13 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,0.497,0.5241949,mg N/L,2.97,0.128,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,94.8,70.5,0.497,0.497,0.497
CCV,Check Standard,1,8,S4,1,1,,,,6/16/2016,1:23:13 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.976,0.993741,mg N/L,6.81,0.272,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,112,60.6,0.976,0.976,0.976
AB12 TOP,Unknown,1,1,71,1,1,,,,6/16/2016,1:29:00 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,0.378,,mg N/L,2.27,0.0945,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,92.4,68,0.378,0.378,0.378
AB12 TOP,Unknown,1,1,71,1,1,,,,6/16/2016,1:29:00 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.172,,mg N/L,1.29,0.0472,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,111,60.2,0.172,0.172,0.172
AB12 BOT,Unknown,1,1,72,1,1,,,,6/16/2016,1:30:10 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,0.106,,mg N/L,0.632,0.0274,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,94.8,69.7,0.106,0.106,0.106
AB12 BOT,Unknown,1,1,72,1,1,,,,6/16/2016,1:30:10 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.0962,,mg N/L,0.762,0.0279,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,111,60.6,0.0962,0.0962,0.0962
Q16 TOP,Unknown,1,1,73,1,1,,,,6/16/2016,1:31:21 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,0.204,,mg N/L,1.22,0.0511,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,92,68,0.204,0.204,0.204
Q16 TOP,Unknown,1,1,73,1,1,,,,6/16/2016,1:31:21 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.134,,mg N/L,1.02,0.0381,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,112,55.3,0.134,0.134,0.134
Q16 BOT,Unknown,1,1,74,1,1,,,,6/16/2016,1:32:31 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,0.154,,mg N/L,0.924,0.0389,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,93.2,68.9,0.154,0.154,0.154
Q16 BOT,Unknown,1,1,74,1,1,,,,6/16/2016,1:32:31 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.115,,mg N/L,0.892,0.0347,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,113,77.9,0.115,0.115,0.115
BLK9,Unknown,1,1,75,1,1,,,,6/16/2016,1:33:41 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,0.0143,,mg N/L,0.0732,0.00347,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,92.4,64.7,0.0143,0.0143,0.0143
BLK9,Unknown,1,1,75,1,1,,,,6/16/2016,1:33:41 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.0229,,mg N/L,0.255,0.00731,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,112,75.5,0.0229,0.0229,0.0229
AA20 TOP,Unknown,1,1,76,1,1,,,,6/16/2016,1:34:53 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,14.9,,mg N/L,60,2.23,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,90.7,67.6,14.9,14.9,14.9
AA20 TOP,Unknown,1,1,76,1,1,,,,6/16/2016,1:34:53 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.494,,mg N/L,3.51,0.12,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,111,60.2,0.494,0.494,0.494
AA20 BOT,Unknown,1,1,77,1,1,,,,6/16/2016,1:36:06 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,11.9,,mg N/L,50.6,1.01,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,76.3,65.6,11.9,11.9,11.9
AA20 BOT,Unknown,1,1,77,1,1,,,,6/16/2016,1:36:06 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,4.75,,mg N/L,31.8,1.25,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,113,57.3,4.75,4.75,4.75
AA19 TOP,Unknown,1,1,78,1,1,,,,6/16/2016,1:37:18 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,2.25,,mg N/L,12.5,0.55,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,95.3,70.9,2.25,2.25,2.25
AA19 TOP,Unknown,1,1,78,1,1,,,,6/16/2016,1:37:18 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.267,,mg N/L,1.94,0.075,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,113,77.1,0.267,0.267,0.267
AA19 BOT,Unknown,1,1,79,1,1,,,,6/16/2016,1:38:30 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,6.28,,mg N/L,30.5,1.26,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,93.6,68.9,6.28,6.28,6.28
AA19 BOT,Unknown,1,1,79,1,1,,,,6/16/2016,1:38:30 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.145,,mg N/L,1.1,0.0352,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,111,61.4,0.145,0.145,0.145
AA21 TOP,Unknown,1,1,80,1,1,,,,6/16/2016,1:39:42 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,0.278,,mg N/L,1.67,0.0713,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,92.4,69.3,0.278,0.278,0.278
AA21 TOP,Unknown,1,1,80,1,1,,,,6/16/2016,1:39:42 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.0856,,mg N/L,0.688,0.0271,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,113,73.4,0.0856,0.0856,0.0856
Blank,Check Standard,1,9,S8,1,1,,,,6/16/2016,1:40:54 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,-0.0115,-1.87E-02,mg N/L,-0.0856,-0.00184,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,19.4,14.8,-0.0115,-0.0115,-0.0115
Blank,Check Standard,1,9,S8,1,1,,,,6/16/2016,1:40:54 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,-0.0172,-3.60E-02,mg N/L,-0.0234,0.00118,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,116,89.5,-0.0172,-0.0172,-0.0172
CCV,Check Standard,1,9,S4,1,1,,,,6/16/2016,1:42:05 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,0.507,0.5340983,mg N/L,3.02,0.129,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,92.8,68,0.507,0.507,0.507
CCV,Check Standard,1,9,S4,1,1,,,,6/16/2016,1:42:05 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.968,0.9853151,mg N/L,6.75,0.271,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,113,77.1,0.968,0.968,0.968
AA21 BOT,Unknown,1,1,81,1,1,,,,6/16/2016,1:47:53 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,0.188,,mg N/L,1.13,0.0483,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,94,69.7,0.188,0.188,0.188
AA21 BOT,Unknown,1,1,81,1,1,,,,6/16/2016,1:47:53 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.134,,mg N/L,1.02,0.0384,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,114,64.3,0.134,0.134,0.134
Y6 TOP,Unknown,1,1,82,1,1,,,,6/16/2016,1:49:04 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,0.588,,mg N/L,3.5,0.15,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,94,69.7,0.588,0.588,0.588
Y6 TOP,Unknown,1,1,82,1,1,,,,6/16/2016,1:49:04 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.145,,mg N/L,1.1,0.0424,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,114,70.9,0.145,0.145,0.145
Y6 BOT,Unknown,1,1,83,1,1,,,,6/16/2016,1:50:15 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,0.0634,,mg N/L,0.374,0.0157,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,91.1,70.9,0.0634,0.0634,0.0634
Y6 BOT,Unknown,1,1,83,1,1,,,,6/16/2016,1:50:15 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.117,,mg N/L,0.902,0.0349,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,114,61.4,0.117,0.117,0.117
AD21 TOP,Unknown,1,1,84,1,1,,,,6/16/2016,1:51:27 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,14.6,,mg N/L,59.3,2.2,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,90.3,68,14.6,14.6,14.6
AD21 TOP,Unknown,1,1,84,1,1,,,,6/16/2016,1:51:27 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.238,,mg N/L,1.74,0.0519,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,111,57.7,0.238,0.238,0.238
AD21 BOT,Unknown,1,1,85,1,1,,,,6/16/2016,1:52:38 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,13.8,,mg N/L,56.6,2.15,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,91.1,68.9,13.8,13.8,13.8
AD21 BOT,Unknown,1,1,85,1,1,,,,6/16/2016,1:52:38 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.344,,mg N/L,2.47,0.0803,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,113,62.3,0.344,0.344,0.344
AA17 TOP,Unknown,1,1,86,1,1,,,,6/16/2016,1:53:49 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,0.709,,mg N/L,4.19,0.175,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,93.6,67.2,0.709,0.709,0.709
AA17 TOP,Unknown,1,1,86,1,1,,,,6/16/2016,1:53:49 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.0726,,mg N/L,0.598,0.021,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,111,66.8,0.0726,0.0726,0.0726
AA17 BOT,Unknown,1,1,87,1,1,,,,6/16/2016,1:54:59 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,0.106,,mg N/L,0.636,0.0275,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,94,71.3,0.106,0.106,0.106
AA17 BOT,Unknown,1,1,87,1,1,,,,6/16/2016,1:54:59 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.101,,mg N/L,0.795,0.0298,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,110,58.1,0.101,0.101,0.101
N17 TOP,Unknown,1,1,88,1,1,,,,6/16/2016,1:56:10 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,16.7,,mg N/L,65.3,2.33,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,87,67.2,16.7,16.7,16.7
N17 TOP,Unknown,1,1,88,1,1,,,,6/16/2016,1:56:10 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.678,,mg N/L,4.76,0.173,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,112,53.6,0.678,0.678,0.678
N17 BOT,Unknown,1,1,89,1,1,,,,6/16/2016,1:57:21 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,13.1,,mg N/L,54.4,1.37,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,75.1,64.3,13.1,13.1,13.1
N17 BOT,Unknown,1,1,89,1,1,,,,6/16/2016,1:57:21 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,1.58,,mg N/L,10.9,0.412,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,113,63.5,1.58,1.58,1.58
AF19 TOP,Unknown,1,1,90,1,1,,,,6/16/2016,1:58:31 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,-0.534,,mg N/L,-3.4,-0.0657,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,49.9,14.8,-0.534,-0.534,-0.534
AF19 TOP,Unknown,1,1,90,1,1,,,,6/16/2016,1:58:31 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.192,,mg N/L,1.42,0.0557,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,113,66.8,0.192,0.192,0.192
Blank,Check Standard,1,10,S8,1,1,,,,6/16/2016,1:59:44 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,-0.0234,-3.18E-02,mg N/L,-0.159,-0.00368,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,69.3,26,-0.0234,-0.0234,-0.0234
Blank,Check Standard,1,10,S8,1,1,,,,6/16/2016,1:59:44 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,-0.00827,-2.67E-02,mg N/L,0.0382,0.00692,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,171,167,-0.00827,-0.00827,-0.00827
CCV,Check Standard,1,10,S4,1,1,,,,6/16/2016,2:00:54 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,0.56,0.5893946,mg N/L,3.34,0.138,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,92,66.4,0.56,0.56,0.56
CCV,Check Standard,1,10,S4,1,1,,,,6/16/2016,2:00:54 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.971,0.9881457,mg N/L,6.77,0.27,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,113,56.9,0.971,0.971,0.971
AF19 BOT,Unknown,1,1,91,1,1,,,,6/16/2016,2:07:59 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,5.89,,mg N/L,28.9,1.18,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,92.4,67.6,5.89,5.89,5.89
AF19 BOT,Unknown,1,1,91,1,1,,,,6/16/2016,2:07:59 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.305,,mg N/L,2.2,0.0781,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,112,62.3,0.305,0.305,0.305
W18 TOP,Unknown,1,1,92,1,1,,,,6/16/2016,2:09:11 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,4.95,,mg N/L,25,1.04,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,94,68.5,4.95,4.95,4.95
W18 TOP,Unknown,1,1,92,1,1,,,,6/16/2016,2:09:11 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.71,,mg N/L,4.99,0.194,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,112,61.9,0.71,0.71,0.71
W18 BOT,Unknown,1,1,93,1,1,,,,6/16/2016,2:10:23 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,0.771,,mg N/L,4.55,0.193,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,93.6,69.3,0.771,0.771,0.771
W18 BOT,Unknown,1,1,93,1,1,,,,6/16/2016,2:10:23 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.453,,mg N/L,3.22,0.127,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,112,65.6,0.453,0.453,0.453
AA9 TOP,Unknown,1,1,94,1,1,,,,6/16/2016,2:11:35 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,0.244,,mg N/L,1.47,0.0606,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,92.4,65.2,0.244,0.244,0.244
AA9 TOP,Unknown,1,1,94,1,1,,,,6/16/2016,2:11:35 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.133,,mg N/L,1.01,0.039,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,112,63.5,0.133,0.133,0.133
AA9 BOT,Unknown,1,1,95,1,1,,,,6/16/2016,2:12:48 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,0.119,,mg N/L,0.716,0.0306,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,92,65.6,0.119,0.119,0.119
AA9 BOT,Unknown,1,1,95,1,1,,,,6/16/2016,2:12:48 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.108,,mg N/L,0.844,0.0324,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,113,84.9,0.108,0.108,0.108
V13 TOP,Unknown,1,1,96,1,1,,,,6/16/2016,2:14:00 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,0.815,,mg N/L,4.8,0.202,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,93.6,68,0.815,0.815,0.815
V13 TOP,Unknown,1,1,96,1,1,,,,6/16/2016,2:14:00 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.393,,mg N/L,2.81,0.11,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,113,67.2,0.393,0.393,0.393
AE19 TOP,Unknown,1,1,97,1,1,,,,6/16/2016,2:15:12 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,3.93,,mg N/L,20.5,0.869,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,94,69.3,3.93,3.93,3.93
AE19 TOP,Unknown,1,1,97,1,1,,,,6/16/2016,2:15:12 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.155,,mg N/L,1.17,0.0412,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,111,66.8,0.155,0.155,0.155
AC19 TOP,Unknown,1,1,98,1,1,,,,6/16/2016,2:16:23 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,2.01,,mg N/L,11.3,0.466,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,92.4,66.4,2.01,2.01,2.01
AC19 TOP,Unknown,1,1,98,1,1,,,,6/16/2016,2:16:23 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.103,,mg N/L,0.811,0.0286,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,112,65.2,0.103,0.103,0.103
W12 TOP,Unknown,1,1,99,1,1,,,,6/16/2016,2:17:35 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,1.74,,mg N/L,9.82,0.419,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,93.6,69.3,1.74,1.74,1.74
W12 TOP,Unknown,1,1,99,1,1,,,,6/16/2016,2:17:35 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.0997,,mg N/L,0.786,0.0264,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,112,67.6,0.0997,0.0997,0.0997
BLK10,Unknown,1,1,100,1,1,,,,6/16/2016,2:18:46 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,-0.0143,,mg N/L,-0.103,-0.00267,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,60.2,19.4,-0.0143,-0.0143,-0.0143
BLK10,Unknown,1,1,100,1,1,,,,6/16/2016,2:18:46 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.0624,,mg N/L,0.528,0.0194,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,111,89.5,0.0624,0.0624,0.0624
Blank,Check Standard,1,11,S8,1,1,,,,6/16/2016,2:19:59 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,0.0141,9.36E-03,mg N/L,0.0719,0.00221,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,58.1,26,0.0141,0.0141,0.0141
Blank,Check Standard,1,11,S8,1,1,,,,6/16/2016,2:19:59 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,2,Ammonia,0.0107,-6.90E-03,mg N/L,0.17,0.00453,Conc = 1.79e-4 * Area^2 + 0.144 * Area - 0.0138,118,89.5,0.0107,0.0107,0.0107
CCV,Check Standard,1,11,S4,1,1,,,,6/16/2016,2:21:09 PM,instrument,OM_6-16-2016_10-50-00AM.OMN,,1,NItrate/Nitrite,0.552,0.5812095,mg N/L,3.29,0.137,Conc = 1.42e-3 * Area^2 + 0.163 * Area + 2.41e-3,92.4,67.6,0.552,0.552,0.552
